URL,Size_KB,Status Code,Indexability_Num,Crawl Depth,Folder Depth,Inlinks,Unique Inlinks,Outlinks,Response Time,Word Count,FCP,CLS,LCP Score,TBT_Milliseconds,Speed Index,Performance_Score,SEO_Health_Score,SEO Status,Performance Flag,Heavy Page Flag,Performance Category,Indexability Clean,LCP Category,Slow Page Flag,SEO Issue Status
https://wooferzz.com/products/dog-water-fountain-filtered,213.45,200,1,2,1,5,2,34,0.91,488,2.6,0.0,6,10,5.0,65,80,Good,Slow,Heavy Page,Poor,1,Poor,Slow,Critical
https://wooferzz.com/products/pet-hair-remover-roller,204.67,200,1,1,1,4,1,31,0.63,474,2.7,0.0,4,50,4.0,63,90,Good,Slow,Heavy Page,Poor,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/nail-grinder-painless-electric,218.82,200,1,1,1,7,3,37,0.77,439,3.0,0.0,6,50,4.8,73,90,Good,Slow,Heavy Page,Average,1,Poor,Slow,Warning
https://wooferzz.com/products/ear-cleaner-solution-dogs,152.21,200,1,2,1,4,3,37,0.81,408,3.0,0.0,6,10,4.7,76,90,Good,Slow,Light Page,Average,1,Poor,Slow,Warning
https://wooferzz.com/products/tear-stain-remover-wipes,216.5,200,1,1,1,7,3,27,0.67,418,2.3,0.0,4,80,4.9,64,75,Good,Slow,Heavy Page,Poor,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/calming-hemp-shampoo,142.49,200,1,2,1,7,3,40,0.91,432,2.3,0.0,5,50,6.0,68,85,Good,Slow,Light Page,Poor,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/puppy-potty-training-spray,226.18,200,1,1,1,4,2,41,0.68,407,2.1,0.0,4,10,5.6,68,75,Good,Slow,Heavy Page,Poor,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/washable-pee-pads-reusable,173.6,200,1,1,1,7,2,26,0.42,287,2.7,0.0,4,50,6.2,67,90,Good,Fast (≤3s),Light Page,Poor,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/dog-training-clicker-pouch,152.22,200,1,2,1,7,3,40,0.62,490,2.3,0.0,7,40,5.4,76,75,Good,Slow,Light Page,Average,1,Poor,Slow,Critical
https://wooferzz.com/products/agility-hurdle-cone-set,193.63,200,1,1,1,9,2,39,0.78,488,2.7,0.0,5,50,4.0,73,85,Good,Slow,Heavy Page,Average,1,Needs Improvement,Slow,Warning
https://wooferzz.com/products/dog-sleeping-bag-camping,193.6,200,1,1,1,5,1,34,0.73,488,2.5,0.0,6,80,5.6,68,70,Good,Slow,Heavy Page,Poor,1,Poor,Slow,Critical
https://wooferzz.com/products/life-jacket-safety-swimwear,114.9,200,1,2,1,9,1,28,0.46,404,1.8,0.0,6,50,5.4,64,85,Good,Fast (≤3s),Light Page,Poor,1,Poor,Slow,Critical
https://wooferzz.com/products/dog-socks-anti-slip-bottom,152.79,200,1,1,1,9,3,31,0.65,292,2.8,0.0,5,20,6.5,74,75,Good,Slow,Light Page,Average,1,Needs Improvement,Slow,Critical
https://wooferzz.com/products/christmas-santa-dog-sweater,150.42,200,1,1,1,8,3,27,0.93,487,3.1,0.0,8,20,3.9,72,85,Good,Slow,Light Page,Average,1,Poor,Slow,Critical
https://wooferzz.com/products/halloween-pumpkin-costume,228.11,200,1,1,1,6,1,40,0.42,398,2.2,0.0,6,10,5.9,72,90,Good,Fast (≤3s),Heavy Page,Average,1,Poor,Slow,Warning
https://wooferzz.com/products/birthday-boy-bandana,122.33,200,1,2,1,6,1,35,0.58,321,2.5,0.0,8,50,6.2,64,80,Good,Fast (≤3s),Light Page,Poor,1,Poor,Slow,Critical
https://wooferzz.com/products/matching-owner-pet-pjs,191.77,200,1,1,1,6,2,37,0.57,331,3.0,0.0,8,20,5.0,67,70,Good,Fast (≤3s),Heavy Page,Poor,1,Poor,Slow,Critical
